"Country","Sex","Age","Year","Variable","Prevalence or proportion","Lower limit of 95% credible interval","Upper limit of 95% credible interval","Posterior standard deviation"
"Antigua and Barbuda","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.717560333362126,0.469671311692565,0.89654077552559,0.10932102831225
"Argentina","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.650664872402341,0.528979881194907,0.760959556787844,0.0592971409961212
"Armenia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.444516912451861,0.298595932120983,0.590167382679391,0.074637497903737
"Australia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.613205456644357,0.491321904760646,0.715604821696019,0.0564001453143457
"Austria","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.651339370722382,0.406485459698044,0.849965143233228,0.116094124735204
"Azerbaijan","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.628718492191078,0.485540938843715,0.757667691511223,0.0689532323537932
"Bahamas","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.733423535814168,0.557018554615695,0.873410175896003,0.0821291613775357
"Bahrain","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.610998134685126,0.380940248053883,0.81780527605555,0.114145478758082
"Bangladesh","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.53454509188694,0.433465872770138,0.631085936347407,0.0498235017931286
"Barbados","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.780399035731368,0.617454112336865,0.899561031405852,0.0729144537279953
"Belarus","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.753371450615215,0.628424064029059,0.856808141372114,0.058014412775681
"Belgium","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.734160003270906,0.624521109279377,0.828786266645683,0.0517283951516688
"Belize","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.716571418986049,0.508235083770699,0.879508075595088,0.094404270578702
"Benin","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.466101446975105,0.335276445821546,0.599311465735761,0.0672004992787989
"Bermuda","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.718217859609328,0.47081047440465,0.901694197240052,0.110603508950417
"Bhutan","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.523756174969231,0.402382469123215,0.642518485555759,0.0616602089743736
"Bolivia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.70718902946315,0.458600973351019,0.888713511342602,0.11200293808221
"Bosnia and Herzegovina","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.644976619837739,0.480445843554426,0.792737403601361,0.0812201146536881
"Botswana","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.65007829140975,0.483768469951143,0.799780120839086,0.0811347983143864
"Brazil","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.73365552406352,0.640020227907061,0.813470562119265,0.0446786484515589
"Brunei Darussalam","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.697172047569273,0.553539519491162,0.819964250281922,0.0689543396439538
"Bulgaria","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.711471896687587,0.481615296368422,0.893096765045155,0.106704234649779
"Burkina Faso","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.440515028410049,0.265692153940596,0.627236482076596,0.0922776503019803
"Burundi","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.474700041789304,0.240517631434716,0.717074851653139,0.12528384388985
"Cabo Verde","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.644615766173269,0.517352655632958,0.759978893797737,0.063130877607009
"Cambodia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.594473370601347,0.398532180805519,0.779430745016492,0.0984044950217693
"Cameroon","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.425220391711117,0.269085619832128,0.591505029319996,0.0842756447312794
"Canada","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.750726371885854,0.663982635947898,0.825631730763845,0.0412533903946658
"Central African Republic","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.401307367686895,0.253706056856505,0.559395795908332,0.0785759417622127
"Chad","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.458586912084933,0.246454032192941,0.6930101474491,0.114415261383447
"Chile","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.797097054509839,0.677008742801694,0.887916878354931,0.0548280838601521
"China","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.563902370429604,0.446742353907035,0.671620607125784,0.0573212230428836
"Colombia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.762972591572758,0.624196313500946,0.873943612737356,0.0643682851714639
"Comoros","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.497479052224105,0.313754883699537,0.6857485762603,0.09703553672326
"Congo","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.452414138747784,0.227438044517417,0.688318637851644,0.118272138690035
"Cook Islands","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.593806441353247,0.418270940586333,0.753888946107565,0.0852806004321148
"Costa Rica","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.816983706045225,0.716565230575664,0.902276621912559,0.0485019627308179
"Cote d'Ivoire","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.444635527094855,0.249087590626995,0.656164793063378,0.104980953800306
"Croatia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.789155041757854,0.633741477748989,0.901521166567067,0.0684028752100949
"Cuba","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.768702631552938,0.599307987174545,0.893928604045828,0.076326854887333
"Cyprus","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.683789133785914,0.447043468185671,0.872621343108894,0.11103399148885
"Czech Republic","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.782673588538275,0.686586658690286,0.864785801865581,0.0452572457556508
"Denmark","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.5810749257182,0.436676596359799,0.721159009044228,0.072302029466665
"Djibouti","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.475228230618093,0.234052877455572,0.719490876035086,0.12646884498135
"Dominica","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.671385696601761,0.45862338354269,0.848539719296952,0.0999891724850278
"Dominican Republic","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.745034785094981,0.583685470538441,0.867621842318088,0.0735277286748827
"DR Congo","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.438793786373988,0.231959893145515,0.659813911177191,0.113162315112839
"Ecuador","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.745372493545409,0.624499573581053,0.842539008584223,0.0552717239988675
"Egypt","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.614362177035751,0.50186853793678,0.715403646426073,0.0546869209293333
"El Salvador","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.815655356831041,0.697574665326697,0.907867398601438,0.0539959953690425
"Equatorial Guinea","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.485439336188548,0.238588807466766,0.734459514617857,0.131397792283431
"Eritrea","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.428897986971615,0.248989164994723,0.626940928689344,0.0960875658111652
"Estonia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.555887080913847,0.36720325907526,0.732956332050643,0.0937639033866592
"Ethiopia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.373623202365324,0.225002069698584,0.530999917546285,0.0776600401178001
"Fiji","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.609351542412963,0.415399349675608,0.786361015521754,0.0946900562964372
"Finland","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.707929353723966,0.596512070132449,0.806135094720591,0.0542834360520426
"France","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.682614429557832,0.543792621489913,0.802421875497238,0.065958311911724
"French Polynesia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.467341061479309,0.272834565265641,0.674401168316755,0.10246132996349
"Gabon","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.519840878537145,0.302194454736692,0.725390441643642,0.110589416849837
"Gambia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.531135780847147,0.340530888781817,0.71766109835204,0.0978839039323037
"Georgia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.684223255422561,0.547935272060477,0.804245741106854,0.0661232297207292
"Germany","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.708411159420648,0.569970313999408,0.833701804375851,0.0663493142048242
"Ghana","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.599524285122801,0.455000022737726,0.737060929176768,0.0726406662913147
"Greece","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.702788757874861,0.594594242209813,0.800569515156856,0.0525199078454184
"Greenland","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.58991780857216,0.390138876560617,0.77826186039932,0.0988300079822619
"Grenada","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.733385705420885,0.545215112739021,0.877788692080212,0.0860750837447593
"Guatemala","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.627265434061046,0.461697235647813,0.778921355837607,0.0808910547535922
"Guinea","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.531722824603849,0.330502065562298,0.727988709837472,0.102842553597835
"Guinea Bissau","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.506846629101558,0.260986729638069,0.758632710417212,0.128508546418289
"Guyana","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.70606642635532,0.550684703610849,0.831890102790705,0.0715401800092132
"Haiti","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.659544354466928,0.522503601071588,0.783890969597194,0.0670558150657258
"Honduras","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.742684682547742,0.549180507160253,0.895297510382317,0.0900638522624656
"Hungary","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.711538772956777,0.478876885748743,0.892294828607388,0.107515256516499
"Iceland","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.820313797413708,0.693505660686197,0.911909359711183,0.0562635953086767
"India","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.416936842058586,0.307663334986575,0.535468874300859,0.0576972213488157
"Indonesia","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.409589430470506,0.293275971034046,0.527831191907281,0.0609075320970114
"Iran","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.692045801255427,0.624457330932427,0.757327767679094,0.0342300144052509
"Iraq","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.666085073898941,0.51088756897695,0.799316457585993,0.0732536786009337
"Ireland","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.542011204520422,0.365145628011644,0.717031676542689,0.0895769073560605
"Israel","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.662966813984319,0.527471251987111,0.779801608521407,0.0642217076071823
"Italy","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.653194932525804,0.552312561341988,0.745384238941106,0.0490431763017246
"Jamaica","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.767955577413346,0.599556424801221,0.892399629944866,0.0734136538401881
"Japan","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.688319005712863,0.551486275216102,0.810173552211131,0.0656483351176274
"Jordan","Women","Age-standardised (30-79 years)",2019,"Proportion detected/Aware among hypertension",0.717165247215268,0.622085665868745,0.798641036880113,0.0450406163927853
